ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,http_trans_depth,http_response_body_len,http_method,dns_query,attack_cat,label,rate,sload,dload,smean,dmean,is_sm_ips_ports,is_ftp_login,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_state_ttl,ct_ftp_cmd,ct_flw_http_mthd
1761337241.311995,CfJR0g2gXXN3pugcIb,192.168.255.112,56610,192.168.255.221,80,tcp,http,0.493314,13911.0,0.0,SH,T,T,0,ScADccF,106,18163,0,0,,6,100.0,0.0,GET,,Fuzzers,1,214.87328557470497,225592.62457582797,0.0,131,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.312722,Cj4nXm1wXDu5MLFP3i,192.168.255.112,56611,192.168.255.221,80,tcp,http,0.535971,13841.0,0.0,SH,T,T,0,ScADccF,108,18173,0,0,,6,100.0,0.0,GET,,Fuzzers,1,201.5034395517668,206593.26717303737,0.0,128,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.401957,CIsnrQ1jXTqneMdYx4,192.168.255.112,56612,192.168.255.221,80,tcp,http,0.491362,13842.0,0.0,SH,T,T,0,ScADccF,106,18094,0,0,,6,100.0,0.0,GET,,Fuzzers,1,215.72689788791155,225365.41287279033,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.503985,CsEt6Q3BK5SvJZWvK6,192.168.255.112,56613,192.168.255.221,80,tcp,http,0.429112,13823.0,0.0,SH,T,T,0,ScADccF,105,18035,0,0,,6,100.0,0.0,GET,,Fuzzers,1,244.69136262793862,257704.2823318854,0.0,131,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.584149,Cc9c9IJ3VRc9Fwmtk,192.168.255.112,56614,192.168.255.221,80,tcp,http,0.408922,12857.0,0.0,SH,T,T,0,ScADcF,97,16749,0,0,,6,84.0,0.0,GET,,Fuzzers,1,237.2090520930642,251529.63156787847,0.0,132,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.605481,CMXkdF1Ig0BWqDIFfk,192.168.255.112,56615,192.168.255.221,80,tcp,http,0.466822,13851.0,0.0,SH,T,T,0,ScADccF,105,18063,0,0,,6,100.0,0.0,GET,,Fuzzers,1,224.92513206318466,237366.7050824511,0.0,131,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.60699,C45Jxf3QkjwoBmPUtg,192.168.255.112,56616,192.168.255.221,80,tcp,http,0.50102,13798.0,0.0,SH,T,T,0,ScADccF,106,18050,0,0,,6,100.0,0.0,GET,,Fuzzers,1,211.56840046305535,220318.5501576783,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.630367,C32Z053yb0pyLu9hI8,192.168.255.112,56617,192.168.255.221,80,tcp,http,0.508543,13924.0,0.0,SH,T,T,0,ScADccF,106,18176,0,0,,6,100.0,0.0,GET,,Fuzzers,1,208.43861777666785,219041.45765451496,0.0,131,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.668582,CwCkFXTdqf530a33f,192.168.255.112,56618,192.168.255.221,80,tcp,http,0.521921,13870.0,0.0,SH,T,T,0,ScADccF,106,18122,0,0,,6,100.0,0.0,GET,,Fuzzers,1,203.09587083102616,212599.22478689306,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.843975,C56Hrp3Al2lbJmfet2,192.168.255.112,56619,192.168.255.221,80,tcp,http,0.439811,13895.0,0.0,SH,T,T,0,ScADccF,105,18107,0,0,,6,100.0,0.0,GET,,Fuzzers,1,238.738912851202,252744.92907180585,0.0,132,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.980021,CLWyCz2jEScSsooXjb,192.168.255.112,56621,192.168.255.221,80,tcp,http,0.398787,13841.0,0.0,SH,T,T,0,ScADccF,106,18093,0,0,,6,100.0,0.0,GET,,Fuzzers,1,265.80605686745054,277662.01004546287,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.980021,CDiTjs4zLpo4Noh2Yl,192.168.255.112,56620,192.168.255.221,80,tcp,http,0.35764,13878.0,0.0,SH,T,T,0,ScADccF,105,18090,0,0,,6,100.0,0.0,GET,,Fuzzers,1,293.59132088133316,310435.07437646796,0.0,132,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.981154,Ccpdev3YnlL27xAOb3,192.168.255.112,56622,192.168.255.221,80,tcp,http,0.471535,13869.0,0.0,SH,T,T,0,ScADccF,106,18121,0,0,,6,100.0,0.0,GET,,Fuzzers,1,224.79773505678264,235299.60660396365,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337241.996482,CJ6iLD3jdO9MrYnexg,192.168.255.112,56623,192.168.255.221,80,tcp,http,0.467526,13803.0,0.0,SH,T,T,0,ScADccF,106,18055,0,0,,6,100.0,0.0,GET,,Fuzzers,1,226.7253585896827,236187.93393308608,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.158644,CdnY1S3WFbVzMts7G2,192.168.255.112,56624,192.168.255.221,80,tcp,http,0.394979,13795.0,0.0,SH,T,T,0,ScADccF,105,18007,0,0,,6,100.0,0.0,GET,,Fuzzers,1,265.8369179120915,279407.25962646113,0.0,131,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.172229,CCVLcY0EkcKqilvie,192.168.255.112,56625,192.168.255.221,80,tcp,http,0.446583,13822.0,0.0,SH,T,T,0,ScADccF,106,18074,0,0,,6,100.0,0.0,GET,,Fuzzers,1,237.3578931575989,247604.5886207043,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.172229,CNdKcwPs1V5cGQxhd,192.168.255.112,56626,192.168.255.221,80,tcp,http,0.470091,11869.0,0.0,SH,T,T,0,ScADcF,93,15601,0,0,,6,84.0,0.0,GET,,Fuzzers,1,197.83403638869922,201986.4239051588,0.0,127,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.301025,CeJYjB3OSoogKcPkT7,192.168.255.112,56627,192.168.255.221,80,tcp,http,0.387897,11047.0,0.0,SH,T,T,0,ScADcF,85,14459,0,0,,6,80.0,0.0,GET,,Fuzzers,1,219.13033614593564,227833.6774968613,0.0,129,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.381463,CtWJfR36759MfxUq38,192.168.255.112,56628,192.168.255.221,80,tcp,http,0.421254,13838.0,0.0,SH,T,T,0,ScADccF,106,18090,0,0,,6,100.0,0.0,GET,,Fuzzers,1,251.629658116006,262796.3176610786,0.0,130,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.466268,Cgy0Mq2Us3Dzx1N5xj,192.168.255.112,56629,192.168.255.221,80,tcp,http,0.403765,13981.0,0.0,SH,T,T,0,ScADccF,105,18193,0,0,,6,100.0,0.0,GET,,Fuzzers,1,260.05225812044137,277012.6187262393,0.0,133,0,0,0,99,1,99,99,99,1,99,100,0,99
1761337242.466268,CDlOgc1uZPdzsh6j0i,192.168.255.112,56630,192.168.255.221,80,tcp,http,0.421666,13890.0,0.0,SH,T,T,0,ScADccF,105,18102,0,0,,6,100.0,0.0,GET,,Fuzzers,1,249.01225140276904,263526.1083416733,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.47878,CTQInFXt54oMdpztj,192.168.255.112,56631,192.168.255.221,80,tcp,http,0.45175,14024.0,0.0,SH,T,T,0,ScADccF,105,18236,0,0,,6,100.0,0.0,GET,,Fuzzers,1,232.4294410625346,248349.750968456,0.0,133,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.479144,CAvx3Y2IfAm8hQo3G8,192.168.255.112,56632,192.168.255.221,80,tcp,http,0.516449,13908.0,0.0,SH,T,T,0,ScADccF,106,18160,0,0,,6,100.0,0.0,GET,,Fuzzers,1,205.24775921727021,215440.44039198448,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.593199,CekCZM3ZNtkSEPiIb1,192.168.255.112,56633,192.168.255.221,80,tcp,http,0.441084,13860.0,0.0,SH,T,T,0,ScADccF,105,18072,0,0,,6,100.0,0.0,GET,,Fuzzers,1,238.0498952580461,251380.6893924967,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.624658,CCf58f18G5aB3Gxzw6,192.168.255.112,56634,192.168.255.221,80,tcp,http,0.477154,13802.0,0.0,SH,T,T,0,ScADccF,106,18054,0,0,,6,100.0,0.0,GET,,Fuzzers,1,222.15050067693028,231405.37436550882,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.624917,CBT9ZGGKuKy5in47c,192.168.255.112,56635,192.168.255.221,80,tcp,http,0.011244,135.0,0.0,SH,T,T,0,ScADF,5,347,0,0,,6,1.0,0.0,GET,,Fuzzers,1,444.6816079686944,96051.227321238,0.0,27,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.646374,CV5a3E1DytmgkbOwil,192.168.255.112,56636,192.168.255.221,80,tcp,http,0.534924,13861.0,0.0,SH,T,T,0,ScADccF,106,18113,0,0,,6,100.0,0.0,GET,,Fuzzers,1,198.15899080990945,207296.73748046454,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.656024,CS4rhr2otBshaV7IFf,192.168.255.112,56637,192.168.255.221,80,tcp,http,0.573038,13794.0,0.0,SH,T,T,0,ScADccF,107,18086,0,0,,6,100.0,0.0,GET,,Fuzzers,1,186.7240915960198,192573.61640938296,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.848745,CPsZRE1L3siPepxWy2,192.168.255.112,56638,192.168.255.221,80,tcp,http,0.42456,13769.0,0.0,SH,T,T,0,ScADccF,105,17981,0,0,,6,100.0,0.0,GET,,Fuzzers,1,247.31486715658565,259449.7833050688,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.94305,C1sWCv4GVldP8M9ZAl,192.168.255.112,56639,192.168.255.221,80,tcp,http,0.374653,13837.0,0.0,SH,T,T,0,ScADccF,106,18089,0,0,,6,100.0,0.0,GET,,Fuzzers,1,282.92846981073154,295462.73485064844,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.94305,CElmiA2WLzu08Tsxyd,192.168.255.112,56640,192.168.255.221,80,tcp,http,0.437705,13778.0,0.0,SH,T,T,0,ScADccF,106,18030,0,0,,6,100.0,0.0,GET,,Fuzzers,1,242.17223929358815,251822.57456506093,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337242.943372,ChQOcP2udGOEIcv2Oh,192.168.255.112,56641,192.168.255.221,80,tcp,http,0.505819,13755.0,0.0,SH,T,T,0,ScADccF,107,18047,0,0,,6,100.0,0.0,GET,,Fuzzers,1,211.53811936680907,217548.1743469502,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.127015,CjQyEr1L9STSwu4SNe,192.168.255.112,56643,192.168.255.221,80,tcp,http,0.40381,13798.0,0.0,SH,T,T,0,ScADccF,106,18050,0,0,,6,100.0,0.0,GET,,Fuzzers,1,262.49969044847825,273356.28141947946,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.127015,CxWJOV3g883jTe4DO4,192.168.255.112,56644,192.168.255.221,80,tcp,http,0.430358,13892.0,0.0,SH,T,T,0,ScADccF,106,18144,0,0,,6,100.0,0.0,GET,,Fuzzers,1,246.30656337281982,258240.81346228023,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.128022,C6Y7sg14QAdi2tqqae,192.168.255.112,56645,192.168.255.221,80,tcp,http,0.479538,13828.0,0.0,SH,T,T,0,ScADccF,106,18080,0,0,,6,100.0,0.0,GET,,Fuzzers,1,221.04609019514615,230688.70454479102,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.23901,CEp8Z33kQCB2J3EGa6,192.168.255.112,56649,192.168.255.221,80,tcp,http,0.569158,13842.0,0.0,SH,T,T,0,ScADccF,108,18174,0,0,,6,100.0,0.0,GET,,Fuzzers,1,189.75398746920888,194561.0884850955,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.23901,CyiBcL2Rl1j0IHCIUi,192.168.255.112,56648,192.168.255.221,80,tcp,http,0.464778,11667.0,0.0,SH,T,T,0,ScADcF,91,15319,0,0,,6,84.0,0.0,GET,,Fuzzers,1,195.79239981238354,200818.4552625124,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.23901,CpgfJb3pAQBsoMDcm7,192.168.255.112,56647,192.168.255.221,80,tcp,http,0.429023,13782.0,0.0,SH,T,T,0,ScADccF,105,17994,0,0,,6,100.0,0.0,GET,,Fuzzers,1,244.74212338266247,256993.2148159889,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.41111,CIJFec4FFxh4sIU3Q2,192.168.255.112,56651,192.168.255.221,80,tcp,http,0.50063,13763.0,0.0,SH,T,T,0,ScADccF,106,18015,0,0,,6,100.0,0.0,GET,,Fuzzers,1,211.73321614765393,219930.8870822763,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.41111,CMCvn01w8Z55eqRGv6,192.168.255.112,56650,192.168.255.221,80,tcp,http,0.466821,13803.0,0.0,SH,T,T,0,ScADccF,106,18055,0,0,,6,100.0,0.0,GET,,Fuzzers,1,227.06776258994347,236544.6284550181,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.591596,CgjIvu2oVG38bVi768,192.168.255.112,56652,192.168.255.221,80,tcp,http,0.361093,13716.0,0.0,SH,T,T,0,ScADccF,105,17928,0,0,,6,100.0,0.0,GET,,Fuzzers,1,290.78381469593705,303877.39446624555,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.591596,CzPqym3BfhhYghxaTe,192.168.255.112,56653,192.168.255.221,80,tcp,http,0.404073,13860.0,0.0,SH,T,T,0,ScADccF,105,18072,0,0,,6,100.0,0.0,GET,,Fuzzers,1,259.85403627562346,274405.86230705836,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.620848,CSHHYPjBEN9juKh9j,192.168.255.112,56654,192.168.255.221,80,tcp,http,0.429093,13914.0,0.0,SH,T,T,0,ScADccF,105,18126,0,0,,6,100.0,0.0,GET,,Fuzzers,1,244.7021974257329,259412.29523669693,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.6214,C88NExcpHgNuYLma3,192.168.255.112,56655,192.168.255.221,80,tcp,http,0.50793,13915.0,0.0,SH,T,T,0,ScADccF,106,18167,0,0,,6,100.0,0.0,GET,,Fuzzers,1,208.69017384285237,219164.05803949363,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.6217,CUfRdr2k6CQAj60yX7,192.168.255.112,56656,192.168.255.221,80,tcp,http,0.550453,13885.0,0.0,SH,T,T,0,ScADccF,107,18177,0,0,,6,100.0,0.0,GET,,Fuzzers,1,194.38535170123518,201797.42866330096,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.671224,CGRxjg4S13gPap2Pt3,192.168.255.112,56657,192.168.255.221,80,tcp,http,0.025808,145.0,0.0,SH,T,T,0,ScADF,5,357,0,0,,6,1.0,0.0,GET,,Fuzzers,1,193.73837569745814,44947.30316181029,0.0,29,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.707696,CkyxQt2582yyxMLf95,192.168.255.112,56658,192.168.255.221,80,tcp,http,0.51364,13874.0,0.0,SH,T,T,0,ScADccF,106,18126,0,0,,6,100.0,0.0,GET,,Fuzzers,1,206.37022038782027,216089.08963476366,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.90862,C5aFJP14K7wbEPwhVj,192.168.255.112,56659,192.168.255.221,80,tcp,http,0.35379,13841.0,0.0,SH,T,T,0,ScADccF,106,18093,0,0,,6,100.0,0.0,GET,,Fuzzers,1,299.61276463438764,312976.6245512875,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.971493,C0czZq2oDvyX4g3Rog,192.168.255.112,56660,192.168.255.221,80,tcp,http,0.380386,13893.0,0.0,SH,T,T,0,ScADccF,105,18105,0,0,,6,100.0,0.0,GET,,Fuzzers,1,276.0353956244446,292187.4096312693,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337243.97681,CkTpvZ1yfz7bSURNd,192.168.255.112,56661,192.168.255.221,80,tcp,http,0.415765,13894.0,0.0,SH,T,T,0,ScADccF,105,18106,0,0,,6,100.0,0.0,GET,,Fuzzers,1,252.54651064904454,267343.33096821525,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.041149,CYIgN71XT0uMTZIp68,192.168.255.112,56662,192.168.255.221,80,tcp,http,0.421465,13822.0,0.0,SH,T,T,0,ScADccF,107,18114,0,0,,6,100.0,0.0,GET,,Fuzzers,1,253.87635984008162,262361.05014651275,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.136707,CoZNeI1MVKJ1AJWqgi,192.168.255.112,56663,192.168.255.221,80,tcp,http,0.386837,13912.0,0.0,SH,T,T,0,ScADccF,106,18164,0,0,,6,100.0,0.0,GET,,Fuzzers,1,274.01722172387855,287707.7425375546,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.206885,CX0nUhY7TICRl0bbd,192.168.255.112,56664,192.168.255.221,80,tcp,http,0.364693,13923.0,0.0,SH,T,T,0,ScADccF,105,18135,0,0,,6,100.0,0.0,GET,,Fuzzers,1,287.9133956505883,305418.5301061441,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.233131,Cn3JX21WPZuRZKHnR6,192.168.255.112,56665,192.168.255.221,80,tcp,http,0.386554,13888.0,0.0,SH,T,T,0,ScADccF,105,18100,0,0,,6,100.0,0.0,GET,,Fuzzers,1,271.6308717540111,287421.6797653109,0.0,132,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.234016,CLg7jJGF9x2Sp3Ini,192.168.255.112,56666,192.168.255.221,80,tcp,http,0.44533,13966.0,0.0,SH,T,T,0,ScADccF,106,18218,0,0,,6,100.0,0.0,GET,,Fuzzers,1,238.02573372555185,250888.1054498911,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.276664,CKXLBA3dVjkSr5CuOf,192.168.255.112,56667,192.168.255.221,80,tcp,http,0.490152,13822.0,0.0,SH,T,T,0,ScADccF,107,18114,0,0,,6,100.0,0.0,GET,,Fuzzers,1,218.2996295026849,225595.3255316718,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.367731,CakZvh2AwmsbOa1y6h,192.168.255.112,56668,192.168.255.221,80,tcp,http,0.451534,13721.0,0.0,SH,T,T,0,ScADccF,106,17973,0,0,,6,100.0,0.0,GET,,Fuzzers,1,234.75530081898594,243100.18736130613,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.480676,CUgEyF4pW4NDo8LP08,192.168.255.112,56669,192.168.255.221,80,tcp,http,0.399238,13727.0,0.0,SH,T,T,0,ScADccF,105,17939,0,0,,6,100.0,0.0,GET,,Fuzzers,1,263.0010169372655,275063.99691412144,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.498649,CurWv04gVIMfhn04c4,192.168.255.112,56670,192.168.255.221,80,tcp,http,0.386637,10876.0,0.0,SH,T,T,0,ScADcF,86,14328,0,0,,6,80.0,0.0,GET,,Fuzzers,1,222.4308589193481,225037.95549830978,0.0,126,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.566613,CCwh5D1D8LFUrDbbFh,192.168.255.112,56671,192.168.255.221,80,tcp,http,0.337123,9297.0,0.0,SH,T,T,0,ScADcF,73,12229,0,0,,6,30.0,0.0,GET,,Fuzzers,1,216.53817746045212,220619.77379176146,0.0,127,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.566613,Co0lP84NSx54ZqldYg,192.168.255.112,56672,192.168.255.221,80,tcp,http,0.339133,7933.0,0.0,SH,T,T,0,ScADcF,63,10465,0,0,,6,30.0,0.0,GET,,Fuzzers,1,185.7678256023448,187136.0203813843,0.0,125,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.590067,CzZ2es3zX69b62b466,192.168.255.112,56673,192.168.255.221,80,tcp,http,0.344291,6786.0,0.0,SH,T,T,0,ScADcF,55,8998,0,0,,6,42.0,0.0,GET,,Fuzzers,1,159.7485847727649,157680.56672988838,0.0,123,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.620372,CwGfuD4uhLpqJgVpHc,192.168.255.112,56674,192.168.255.221,80,tcp,http,0.498728,13548.0,0.0,SH,T,T,0,ScADccF,107,17840,0,0,,6,100.0,0.0,GET,,Fuzzers,1,214.54580452671595,217320.8642787251,0.0,126,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.807766,CzqIDg4E1FYGCAujB5,192.168.255.112,56675,192.168.255.221,80,tcp,http,0.337885,13636.0,0.0,SH,T,T,0,ScADccF,105,17848,0,0,,6,100.0,0.0,GET,,Fuzzers,1,310.7566183760747,322855.4093848499,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.871013,Cm1m8pZ0DAIaBiCje,192.168.255.112,56678,192.168.255.221,80,tcp,http,0.328307,13610.0,0.0,SH,T,T,0,ScADccF,105,17822,0,0,,6,100.0,0.0,GET,,Fuzzers,1,319.82260506172577,331640.8118011495,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.871013,CE8Vy72i4IJSo0nAnd,192.168.255.112,56677,192.168.255.221,80,tcp,http,0.288244,13609.0,0.0,SH,T,T,0,ScADccF,105,17821,0,0,,6,100.0,0.0,GET,,Fuzzers,1,364.2747117025853,377707.77535698924,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.871624,CJFNts414C6oAuKmxk,192.168.255.112,56679,192.168.255.221,80,tcp,http,0.406032,13587.0,0.0,SH,T,T,0,ScADccF,105,17799,0,0,,6,100.0,0.0,GET,,Fuzzers,1,258.6003073649367,267703.03818418254,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.889277,CsHs692KEfgJRgno4g,192.168.255.112,56680,192.168.255.221,80,tcp,http,0.448888,13528.0,0.0,SH,T,T,0,ScADccF,105,17740,0,0,,6,100.0,0.0,GET,,Fuzzers,1,233.91135427990946,241093.54671989448,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.902382,CAS9zI2FukQUjeqkR5,192.168.255.112,56681,192.168.255.221,80,tcp,http,0.498726,13554.0,0.0,SH,T,T,0,ScADccF,107,17846,0,0,,6,100.0,0.0,GET,,Fuzzers,1,214.54666490217073,217417.98101562783,0.0,126,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.91059,CMAPOI1sna0LmcZYjl,192.168.255.112,56683,192.168.255.221,80,tcp,http,0.592404,13524.0,0.0,SH,T,T,0,ScADccF,106,17776,0,0,,6,100.0,0.0,GET,,Fuzzers,1,178.93194509152536,182632.1226730407,0.0,127,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337244.91059,CN6gZj1sfsMuJl0Drf,192.168.255.112,56682,192.168.255.221,80,tcp,http,0.527597,13565.0,0.0,SH,T,T,0,ScADccF,106,17817,0,0,,6,100.0,0.0,GET,,Fuzzers,1,200.91092254125783,205687.29541676698,0.0,127,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.15816,Clbpn846ASXxvI4bZ,192.168.255.112,56684,192.168.255.221,80,tcp,http,0.40759,13533.0,0.0,SH,T,T,0,ScADccF,106,17785,0,0,,6,100.0,0.0,GET,,Fuzzers,1,260.06526166000145,265619.8630977207,0.0,127,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.158161,CvCnq41GVSVAfrOi3h,192.168.255.112,56685,192.168.255.221,80,tcp,http,0.482659,13523.0,0.0,SH,T,T,0,ScADccF,107,17815,0,0,,6,100.0,0.0,GET,,Fuzzers,1,221.6886041698176,224141.68180848175,0.0,126,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.316083,CnmthU36ykPcI8gTF8,192.168.255.112,56686,192.168.255.221,80,tcp,http,0.36075,13540.0,0.0,SH,T,T,0,ScADccF,105,17752,0,0,,6,100.0,0.0,GET,,Fuzzers,1,291.06029106029104,300263.3402633403,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.322141,CrAxWr3qhRkRtLjYy8,192.168.255.112,56687,192.168.255.221,80,tcp,http,0.39394,13549.0,0.0,SH,T,T,0,ScADccF,105,17761,0,0,,6,100.0,0.0,GET,,Fuzzers,1,266.5380514799208,275148.49977153883,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.342437,CE3Yekn9afK9ZdPc6,192.168.255.112,56689,192.168.255.221,80,tcp,http,0.472882,13559.0,0.0,SH,T,T,0,ScADccF,107,17851,0,0,,6,100.0,0.0,GET,,Fuzzers,1,226.27209324947873,229384.92055100427,0.0,126,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.342437,C6DY6S6eXR4tC6kV6,192.168.255.112,56688,192.168.255.221,80,tcp,http,0.420342,13568.0,0.0,SH,T,T,0,ScADccF,106,17820,0,0,,6,100.0,0.0,GET,,Fuzzers,1,252.1756093847391,258227.82400997283,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.342947,CXL2ci1Fegl0EemQm7,192.168.255.112,56690,192.168.255.221,80,tcp,http,0.058823,133.0,0.0,SH,T,T,0,ScADF,6,385,0,0,,6,1.0,0.0,GET,,Fuzzers,1,102.00091800826208,18088.16279346514,0.0,22,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.405679,CIb9R249mTOYGyYgz8,192.168.255.112,56691,192.168.255.221,80,tcp,http,0.473382,13663.0,0.0,SH,T,T,0,ScADccF,106,17915,0,0,,6,100.0,0.0,GET,,Fuzzers,1,223.92063914555263,230900.2032185423,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.444592,CYioYL39sbWbKj3ZRi,192.168.255.112,56692,192.168.255.221,80,tcp,http,0.499749,13712.0,0.0,SH,T,T,0,ScADccF,107,18004,0,0,,6,100.0,0.0,GET,,Fuzzers,1,214.1074819559419,219502.19009942992,0.0,128,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.573573,CqMWfy19mvZIQSAQCe,192.168.255.112,56693,192.168.255.221,80,tcp,http,0.405303,13856.0,0.0,SH,T,T,0,ScADccF,106,18108,0,0,,6,100.0,0.0,GET,,Fuzzers,1,261.5327298342228,273494.1512892823,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.573848,C6XoTs4R5TKiA2HMyh,192.168.255.112,56695,192.168.255.221,80,tcp,http,0.491649,13864.0,0.0,SH,T,T,0,ScADccF,107,18156,0,0,,6,100.0,0.0,GET,,Fuzzers,1,217.63493874695158,225591.83482525134,0.0,129,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.573848,CBwF581iaJCGJ2gwt4,192.168.255.112,56694,192.168.255.221,80,tcp,http,0.459788,13974.0,0.0,SH,T,T,0,ScADccF,106,18226,0,0,,6,100.0,0.0,GET,,Fuzzers,1,230.54103195385701,243138.1419262791,0.0,131,0,0,0,100,1,100,100,100,1,100,100,0,100
1761337245.686311,Cmzu5z4qHWMxAtAzK,192.168.255.112,56697,192.168.255.221,80,tcp,http,0.470545,13835.0,0.0,SH,T,T,0,ScADccF,106,18087,0,0,,6,100.0,0.0,GET,,Fuzzers,1,225.27069674526348,235216.6105260921,0.0,130,0,0,0,100,1,100,100,100,1,100,100,0,100
