n_estimators,max_samples,train_time,f1_score,precision,recall,roc_auc
50,0.5,0.4405498504638672,0.3796427770719677,0.7595693779904307,0.2530636644415662,0.4272662468448543
50,0.5,0.43334031105041504,0.3796427770719677,0.7595693779904307,0.2530636644415662,0.4272662468448543
50,0.5,0.5058519840240479,0.3796427770719677,0.7595693779904307,0.2530636644415662,0.4272662468448543
50,0.5,0.5374844074249268,0.3796427770719677,0.7595693779904307,0.2530636644415662,0.4272662468448543
50,0.5,0.5225675106048584,0.3796427770719677,0.7595693779904307,0.2530636644415662,0.4272662468448543
50,0.75,0.5754265785217285,0.41232563637796515,0.9864253393665159,0.2606356481020225,0.6091046625648424
50,0.75,0.5516419410705566,0.41232563637796515,0.9864253393665159,0.2606356481020225,0.6091046625648424
50,0.75,0.5601711273193359,0.41232563637796515,0.9864253393665159,0.2606356481020225,0.6091046625648424
50,0.75,0.5319938659667969,0.41232563637796515,0.9864253393665159,0.2606356481020225,0.6091046625648424
50,0.75,0.5476295948028564,0.41232563637796515,0.9864253393665159,0.2606356481020225,0.6091046625648424
50,1.0,0.5140149593353271,0.38181818181818183,0.7573159917233225,0.2552555544485404,0.4317304582820338
50,1.0,0.46104931831359863,0.38181818181818183,0.7573159917233225,0.2552555544485404,0.4317304582820338
50,1.0,0.45624351501464844,0.38181818181818183,0.7573159917233225,0.2552555544485404,0.4317304582820338
50,1.0,0.45191431045532227,0.38181818181818183,0.7573159917233225,0.2552555544485404,0.4317304582820338
50,1.0,0.43966174125671387,0.38181818181818183,0.7573159917233225,0.2552555544485404,0.4317304582820338
100,0.5,0.7504823207855225,0.35479703542530766,0.5586723768736617,0.2599382285543489,0.3465271741237276
100,0.5,0.7760555744171143,0.35479703542530766,0.5586723768736617,0.2599382285543489,0.3465271741237276
100,0.5,0.7497835159301758,0.35479703542530766,0.5586723768736617,0.2599382285543489,0.3465271741237276
100,0.5,0.7773241996765137,0.35479703542530766,0.5586723768736617,0.2599382285543489,0.3465271741237276
100,0.5,0.7392585277557373,0.35479703542530766,0.5586723768736617,0.2599382285543489,0.3465271741237276
100,0.75,0.8787233829498291,0.41007081038552323,0.974934530490086,0.25963933446248877,0.5433054803753381
100,0.75,0.8459784984588623,0.41007081038552323,0.974934530490086,0.25963933446248877,0.5433054803753381
100,0.75,0.8858165740966797,0.41007081038552323,0.974934530490086,0.25963933446248877,0.5433054803753381
100,0.75,0.8523523807525635,0.41007081038552323,0.974934530490086,0.25963933446248877,0.5433054803753381
100,0.75,0.8258199691772461,0.41007081038552323,0.974934530490086,0.25963933446248877,0.5433054803753381
100,1.0,0.82851243019104,0.3387128389415224,0.4920273348519362,0.25824449536714156,0.3084015252635607
100,1.0,0.8214850425720215,0.3387128389415224,0.4920273348519362,0.25824449536714156,0.3084015252635607
100,1.0,0.8416976928710938,0.3387128389415224,0.4920273348519362,0.25824449536714156,0.3084015252635607
100,1.0,0.8468830585479736,0.3387128389415224,0.4920273348519362,0.25824449536714156,0.3084015252635607
100,1.0,0.8007040023803711,0.3387128389415224,0.4920273348519362,0.25824449536714156,0.3084015252635607
200,0.5,1.4345533847808838,0.4057858910891089,0.9072985126253892,0.2613330676496961,0.5195382059535976
200,0.5,1.427250862121582,0.4057858910891089,0.9072985126253892,0.2613330676496961,0.5195382059535976
200,0.5,1.4827332496643066,0.4057858910891089,0.9072985126253892,0.2613330676496961,0.5195382059535976
200,0.5,1.4084923267364502,0.4057858910891089,0.9072985126253892,0.2613330676496961,0.5195382059535976
200,0.5,1.4160466194152832,0.4057858910891089,0.9072985126253892,0.2613330676496961,0.5195382059535976
200,0.75,1.6032013893127441,0.4223631665492131,0.9864667154352597,0.2687057885822457,0.81019493204333
200,0.75,1.6552739143371582,0.4223631665492131,0.9864667154352597,0.2687057885822457,0.81019493204333
200,0.75,1.6245009899139404,0.4223631665492131,0.9864667154352597,0.2687057885822457,0.81019493204333
200,0.75,1.6759717464447021,0.4223631665492131,0.9864667154352597,0.2687057885822457,0.81019493204333
200,0.75,1.6050465106964111,0.4223631665492131,0.9864667154352597,0.2687057885822457,0.81019493204333
200,1.0,1.583847999572754,0.41559460307499213,0.9771302102545186,0.2639234831124838,0.5961986988915244
200,1.0,1.5910069942474365,0.41559460307499213,0.9771302102545186,0.2639234831124838,0.5961986988915244
200,1.0,1.6321256160736084,0.41559460307499213,0.9771302102545186,0.2639234831124838,0.5961986988915244
200,1.0,1.5900235176086426,0.41559460307499213,0.9771302102545186,0.2639234831124838,0.5961986988915244
200,1.0,1.6154322624206543,0.41559460307499213,0.9771302102545186,0.2639234831124838,0.5961986988915244
