n_estimators,max_depth,learning_rate,gamma,repetition,train_time,f1_score,precision,recall,specificity,roc_auc,pr_auc
300,7,0.005,0.1,2,0.2958862781524658,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.005,0.1,3,0.3270275592803955,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.008,0.0,1,0.2980015277862549,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.008,0.0,2,0.2907869815826416,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.008,0.0,3,0.33139538764953613,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.008,0.1,1,0.2975127696990967,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.008,0.1,2,0.3057684898376465,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.008,0.1,3,0.30999112129211426,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.01,0.0,1,0.3148179054260254,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.01,0.0,2,0.29645824432373047,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.01,0.0,3,0.31688380241394043,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.01,0.1,1,0.3179891109466553,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.01,0.1,2,0.29593896865844727,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.01,0.1,3,0.3051164150238037,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.005,0.0,1,0.35139894485473633,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.005,0.0,2,0.3470292091369629,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.005,0.0,3,0.36294078826904297,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.005,0.1,1,0.34947633743286133,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.005,0.1,2,0.3408637046813965,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.005,0.1,3,0.34997010231018066,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.008,0.0,1,0.3667771816253662,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.008,0.0,2,0.37168145179748535,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.008,0.0,3,0.34049558639526367,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.008,0.1,1,0.3436915874481201,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.008,0.1,2,0.35154032707214355,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.008,0.1,3,0.36122918128967285,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.01,0.0,1,0.35274219512939453,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.01,0.0,2,0.3630387783050537,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.01,0.0,3,0.3396415710449219,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.01,0.1,1,0.33606457710266113,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.01,0.1,2,0.3664820194244385,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,3,0.01,0.1,3,0.33672404289245605,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.005,0.0,1,0.3355391025543213,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.005,0.0,2,0.36211705207824707,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.005,0.0,3,0.3558659553527832,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.005,0.1,1,0.3650937080383301,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.005,0.1,2,0.3591933250427246,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.005,0.1,3,0.33971548080444336,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.008,0.0,1,0.34835004806518555,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.008,0.0,2,0.3579072952270508,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.008,0.0,3,0.34114933013916016,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.008,0.1,1,0.3496718406677246,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.008,0.1,2,0.365741491317749,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.008,0.1,3,0.3561594486236572,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.01,0.0,1,0.3520472049713135,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.01,0.0,2,0.3643324375152588,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.01,0.0,3,0.3412797451019287,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.01,0.1,1,0.3366978168487549,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.01,0.1,2,0.36159682273864746,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,5,0.01,0.1,3,0.3488612174987793,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.005,0.0,1,0.3303403854370117,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.005,0.0,2,0.36010026931762695,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.005,0.0,3,0.3406684398651123,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.005,0.1,1,0.35590624809265137,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.005,0.1,2,0.43015360832214355,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.005,0.1,3,0.3661646842956543,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.008,0.0,1,0.3320155143737793,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.008,0.0,2,0.37854957580566406,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.008,0.0,3,0.33408641815185547,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.008,0.1,1,0.335651159286499,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.008,0.1,2,0.35978198051452637,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.008,0.1,3,0.3492417335510254,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.01,0.0,1,0.36718106269836426,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.01,0.0,2,0.36692333221435547,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.01,0.0,3,0.33625197410583496,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.01,0.1,1,0.3422560691833496,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.01,0.1,2,0.35768556594848633,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
350,7,0.01,0.1,3,0.33739733695983887,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
