n_estimators,max_depth,learning_rate,gamma,repetition,train_time,f1_score,precision,recall,specificity,roc_auc,pr_auc
250,3,0.005,0.0,1,0.3034944534301758,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.005,0.0,2,0.25097227096557617,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.005,0.0,3,0.24584531784057617,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.005,0.1,1,0.24666333198547363,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.005,0.1,2,0.24317455291748047,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.005,0.1,3,0.2643711566925049,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.008,0.0,1,0.24575281143188477,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.008,0.0,2,0.24627137184143066,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.008,0.0,3,0.26050257682800293,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.008,0.1,1,0.26644206047058105,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.008,0.1,2,0.261411190032959,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.008,0.1,3,0.28002333641052246,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.01,0.0,1,0.24100518226623535,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.01,0.0,2,0.26406431198120117,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.01,0.0,3,0.25101757049560547,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.01,0.1,1,0.24549388885498047,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.01,0.1,2,0.25317931175231934,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,3,0.01,0.1,3,0.32656431198120117,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.005,0.0,1,0.3238968849182129,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.005,0.0,2,0.2880136966705322,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.005,0.0,3,0.25034618377685547,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.005,0.1,1,0.2823147773742676,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.005,0.1,2,0.25189733505249023,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.005,0.1,3,0.24565482139587402,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.008,0.0,1,0.25222325325012207,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.008,0.0,2,0.2720150947570801,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.008,0.0,3,0.2457599639892578,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.008,0.1,1,0.2431485652923584,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.008,0.1,2,0.24873781204223633,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.008,0.1,3,0.27068185806274414,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.01,0.0,1,0.24396109580993652,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.01,0.0,2,0.23700761795043945,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.01,0.0,3,0.246551513671875,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.01,0.1,1,0.2702813148498535,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.01,0.1,2,0.2584853172302246,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,5,0.01,0.1,3,0.2580270767211914,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.005,0.0,1,0.2477567195892334,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.005,0.0,2,0.26438045501708984,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.005,0.0,3,0.25063014030456543,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.005,0.1,1,0.24652647972106934,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.005,0.1,2,0.25470781326293945,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.005,0.1,3,0.2596609592437744,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.008,0.0,1,0.2508869171142578,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.008,0.0,2,0.24892759323120117,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.008,0.0,3,0.2536325454711914,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.008,0.1,1,0.254382848739624,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.008,0.1,2,0.26367759704589844,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.008,0.1,3,0.26009607315063477,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.01,0.0,1,0.25345373153686523,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.01,0.0,2,0.2527470588684082,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.01,0.0,3,0.2636866569519043,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.01,0.1,1,0.26859617233276367,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.01,0.1,2,0.2556593418121338,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
250,7,0.01,0.1,3,0.25263404846191406,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.005,0.0,1,0.30505800247192383,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.005,0.0,2,0.28786778450012207,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.005,0.0,3,0.30463576316833496,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.005,0.1,1,0.3090174198150635,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.005,0.1,2,0.30501437187194824,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.005,0.1,3,0.3049354553222656,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.008,0.0,1,0.28254079818725586,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.008,0.0,2,0.3113436698913574,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.008,0.0,3,0.29558658599853516,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.008,0.1,1,0.28929853439331055,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.008,0.1,2,0.33501386642456055,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.008,0.1,3,0.3301215171813965,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.01,0.0,1,0.2893402576446533,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.01,0.0,2,0.3009493350982666,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.01,0.0,3,0.30971789360046387,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.01,0.1,1,0.29594945907592773,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.01,0.1,2,0.30181050300598145,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,3,0.01,0.1,3,0.3355143070220947,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.005,0.0,1,0.29262256622314453,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.005,0.0,2,0.30191731452941895,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.005,0.0,3,0.2940034866333008,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.005,0.1,1,0.2898843288421631,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.005,0.1,2,0.34902238845825195,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.005,0.1,3,0.33162975311279297,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.008,0.0,1,0.32333946228027344,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.008,0.0,2,0.32778191566467285,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.008,0.0,3,0.3270547389984131,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.008,0.1,1,0.3258931636810303,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.008,0.1,2,0.30922603607177734,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.008,0.1,3,0.29805564880371094,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.01,0.0,1,0.29723501205444336,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.01,0.0,2,0.30353546142578125,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.01,0.0,3,0.31291913986206055,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.01,0.1,1,0.29458069801330566,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.01,0.1,2,0.3251650333404541,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,5,0.01,0.1,3,0.32372403144836426,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.005,0.0,1,0.3171546459197998,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.005,0.0,2,0.3097071647644043,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.005,0.0,3,0.3006246089935303,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
300,7,0.005,0.1,1,0.2962827682495117,0.9999501818362975,1.0,0.9999003686360466,1.0,0.9999501843180233,0.9999740280349859
