iter	Logloss
131	7.872687e-05
132	7.872687e-05
133	7.872687e-05
134	7.872687e-05
135	7.872687e-05
136	7.872687e-05
137	7.872687e-05
138	7.872687e-05
139	7.872687e-05
140	7.872687e-05
141	7.872687e-05
142	7.872687e-05
143	7.872687e-05
144	7.872687e-05
145	7.872687e-05
146	7.872687e-05
147	7.872687e-05
148	7.872687e-05
149	7.872687e-05
150	7.872687e-05
151	7.872687e-05
152	7.872687e-05
153	7.872687e-05
154	7.872687e-05
155	7.872687e-05
156	7.872687e-05
157	7.872687e-05
158	7.872687e-05
159	7.872687e-05
160	7.872687e-05
161	7.872687e-05
162	7.872687e-05
163	7.872687e-05
164	7.872687e-05
165	7.872687e-05
166	7.872687e-05
167	7.872687e-05
168	7.872687e-05
169	7.872687e-05
170	7.872687e-05
171	7.570765223e-05
172	7.570765223e-05
173	7.570765223e-05
174	7.570765223e-05
175	7.570765223e-05
176	7.570765223e-05
177	7.570765223e-05
178	7.570765223e-05
179	7.570765223e-05
180	7.570765223e-05
181	7.206390442e-05
182	7.206390442e-05
183	7.206390442e-05
184	7.206390442e-05
185	7.206390442e-05
186	7.206390442e-05
187	7.206390442e-05
188	7.094142889e-05
189	7.094142889e-05
190	7.094142889e-05
191	7.094142889e-05
192	7.094142889e-05
193	7.094142889e-05
194	7.087583644e-05
195	6.918640268e-05
196	6.918640268e-05
197	6.918640268e-05
198	6.918640268e-05
199	6.918640268e-05
200	6.918640268e-05
201	6.916221372e-05
202	6.916221372e-05
203	6.916221372e-05
204	6.916221372e-05
205	6.916221372e-05
206	6.916221372e-05
207	6.916221372e-05
208	6.916221372e-05
209	6.916221372e-05
210	6.916221372e-05
211	6.916221372e-05
212	6.916221372e-05
213	6.916221372e-05
214	6.916221372e-05
215	6.916221372e-05
216	6.916221372e-05
217	6.916221372e-05
218	6.916221372e-05
219	6.916221372e-05
220	6.916221372e-05
221	6.916221372e-05
222	6.921330095e-05
223	6.921330095e-05
224	6.921330095e-05
225	6.921330095e-05
226	6.921330095e-05
227	6.921330095e-05
228	6.921330095e-05
229	6.921330095e-05
230	6.921330095e-05
231	6.921330095e-05
232	6.921330095e-05
233	6.921330095e-05
234	6.921330095e-05
235	6.922459102e-05
236	6.922459102e-05
237	6.922459102e-05
238	6.922459102e-05
239	6.918032518e-05
240	6.918032518e-05
241	6.918032518e-05
242	6.918032518e-05
243	6.918032518e-05
244	6.918032518e-05
245	6.918032518e-05
246	6.918032518e-05
247	6.918032518e-05
248	6.918032518e-05
249	6.918032518e-05
250	6.918032518e-05
251	6.920063444e-05
252	6.920063444e-05
253	6.920479044e-05
254	6.920479044e-05
255	6.917006596e-05
256	6.917006596e-05
257	6.917006596e-05
258	6.917006596e-05
259	6.917006596e-05
260	6.917006596e-05
261	6.917006596e-05
262	6.917006596e-05
263	6.917006596e-05
264	6.917006596e-05
265	6.917006596e-05
266	6.917006596e-05
267	6.762744821e-05
268	6.762744821e-05
269	6.762744821e-05
270	6.762744821e-05
271	6.762744821e-05
272	6.762744821e-05
273	6.762744821e-05
274	6.762744821e-05
275	6.762744821e-05
276	6.762744821e-05
277	6.762744821e-05
278	6.762744821e-05
279	6.762744821e-05
280	6.762744821e-05
281	6.762744821e-05
282	6.765882581e-05
283	6.765882581e-05
284	6.765882581e-05
285	6.765882581e-05
286	6.765882581e-05
287	6.765882581e-05
288	6.765882581e-05
289	6.765882581e-05
290	6.765882581e-05
291	6.765882581e-05
292	6.765882581e-05
293	6.765882581e-05
294	6.765882581e-05
295	6.765882581e-05
296	6.765882581e-05
297	6.765882581e-05
298	6.765882581e-05
299	6.765882581e-05
