n_estimators,max_depth,min_samples_leaf,repetition,train_time,f1_score,precision,recall,specificity,roc_auc,pr_auc
20,10.0,10,3,0.4196455478668213,0.05387205387205387,0.03225806451612903,0.16326530612244897,0.7476340694006309,,
20,10.0,10,4,0.37957000732421875,0.08835341365461848,0.055,0.22448979591836735,0.8012618296529969,,
20,10.0,10,5,0.4138820171356201,0.0861244019138756,0.05625,0.1836734693877551,0.8412197686645636,,
20,20.0,1,1,0.7555708885192871,0.019801980198019802,0.019230769230769232,0.02040816326530612,0.9463722397476341,,
20,20.0,1,2,0.7450191974639893,0.047058823529411764,0.05555555555555555,0.04081632653061224,0.964248159831756,,
20,20.0,1,3,0.7658748626708984,0.03636363636363636,0.03278688524590164,0.04081632653061224,0.9379600420609885,,
20,20.0,1,4,0.7580492496490479,0.047619047619047616,0.03896103896103896,0.061224489795918366,0.9221871713985279,,
20,20.0,1,5,0.741652250289917,0.08080808080808081,0.08,0.08163265306122448,0.9516298633017876,,
20,20.0,5,1,0.46363162994384766,0.06829268292682927,0.04487179487179487,0.14285714285714285,0.843322818086225,,
20,20.0,5,2,0.4955425262451172,0.05649717514124294,0.0390625,0.10204081632653061,0.8706624605678234,,
20,20.0,5,3,0.47591233253479004,0.07168458781362007,0.043478260869565216,0.20408163265306123,0.768664563617245,,
20,20.0,5,4,0.47525906562805176,0.08333333333333333,0.05235602094240838,0.20408163265306123,0.8096740273396424,,
20,20.0,5,5,0.47183918952941895,0.08955223880597014,0.05921052631578947,0.1836734693877551,0.8496319663512093,,
20,20.0,10,1,0.38350629806518555,0.0636042402826855,0.038461538461538464,0.1836734693877551,0.7634069400630915,,
20,20.0,10,2,0.46854114532470703,0.09649122807017543,0.061452513966480445,0.22448979591836735,0.8233438485804416,,
20,20.0,10,3,0.45905303955078125,0.07434944237918216,0.045454545454545456,0.20408163265306123,0.7791798107255521,,
20,20.0,10,4,0.4631772041320801,0.07272727272727272,0.04678362573099415,0.16326530612244897,0.8286014721345951,,
20,20.0,10,5,0.4712696075439453,0.08695652173913043,0.056962025316455694,0.1836734693877551,0.843322818086225,,
20,,1,1,1.2793617248535156,0.0,0.0,0.0,0.9926393270241851,,
20,,1,2,1.339524745941162,0.0,0.0,0.0,0.9936908517350158,,
20,,1,3,1.2987487316131592,0.0,0.0,0.0,0.9905362776025236,,
20,,1,4,1.2141139507293701,0.0,0.0,0.0,0.9936908517350158,,
20,,1,5,1.2675881385803223,0.0,0.0,0.0,0.9926393270241851,,
20,,5,1,0.47988224029541016,0.053763440860215055,0.0364963503649635,0.10204081632653061,0.861198738170347,,
20,,5,2,0.49291515350341797,0.047337278106508875,0.03333333333333333,0.08163265306122448,0.8780231335436383,,
20,,5,3,0.47499871253967285,0.07220216606498195,0.043859649122807015,0.20408163265306123,0.7707676130389064,,
20,,5,4,0.5140340328216553,0.08547008547008547,0.05405405405405406,0.20408163265306123,0.8159831756046267,,
20,,5,5,0.5757005214691162,0.08955223880597014,0.05921052631578947,0.1836734693877551,0.8496319663512093,,
20,,10,1,0.44635486602783203,0.0636042402826855,0.038461538461538464,0.1836734693877551,0.7634069400630915,,
20,,10,2,0.4555244445800781,0.09649122807017543,0.061452513966480445,0.22448979591836735,0.8233438485804416,,
20,,10,3,0.5152571201324463,0.07246376811594203,0.04405286343612335,0.20408163265306123,0.7718191377497371,,
20,,10,4,0.4622507095336914,0.06334841628959276,0.040697674418604654,0.14285714285714285,0.8264984227129337,,
20,,10,5,0.5071585178375244,0.0821917808219178,0.052941176470588235,0.1836734693877551,0.8307045215562566,,
30,10.0,1,1,0.5843956470489502,0.07035175879396985,0.04666666666666667,0.14285714285714285,0.8496319663512093,,
30,10.0,1,2,0.6151409149169922,0.07291666666666667,0.04895104895104895,0.14285714285714285,0.8569926393270242,,
30,10.0,1,3,0.5543856620788574,0.05429864253393665,0.03488372093023256,0.12244897959183673,0.825446898002103,,
30,10.0,1,4,0.6031990051269531,0.06986899563318777,0.044444444444444446,0.16326530612244897,0.8191377497371188,,
30,10.0,1,5,0.5532729625701904,0.0718562874251497,0.05084745762711865,0.12244897959183673,0.882229232386961,,
30,10.0,5,1,0.5364747047424316,0.035398230088495575,0.022598870056497175,0.08163265306122448,0.8180862250262881,,
30,10.0,5,2,0.4910571575164795,0.08080808080808081,0.053691275167785234,0.16326530612244897,0.8517350157728707,,
30,10.0,5,3,0.5289592742919922,0.08333333333333333,0.0502092050209205,0.24489795918367346,0.7613038906414301,,
30,10.0,5,4,0.5420641899108887,0.06926406926406926,0.04395604395604396,0.16326530612244897,0.8170347003154574,,
30,10.0,5,5,0.4772520065307617,0.08,0.052980132450331126,0.16326530612244897,0.8496319663512093,,
30,10.0,10,1,0.5029637813568115,0.039525691699604744,0.024509803921568627,0.10204081632653061,0.7907465825446898,,
30,10.0,10,2,0.5157220363616943,0.0730593607305936,0.047058823529411764,0.16326530612244897,0.8296529968454258,,
30,10.0,10,3,0.5191628932952881,0.07692307692307693,0.046413502109704644,0.22448979591836735,0.7623554153522608,,
30,10.0,10,4,0.45919084548950195,0.07339449541284404,0.047337278106508875,0.16326530612244897,0.8307045215562566,,
30,10.0,10,5,0.5173702239990234,0.08780487804878048,0.057692307692307696,0.1836734693877551,0.8454258675078864,,
30,20.0,1,1,0.9099178314208984,0.02197802197802198,0.023809523809523808,0.02040816326530612,0.9568874868559412,,
30,20.0,1,2,0.913973331451416,0.06,0.058823529411764705,0.061224489795918366,0.9495268138801262,,
30,20.0,1,3,0.9071817398071289,0.023809523809523808,0.02857142857142857,0.02040816326530612,0.964248159831756,,
30,20.0,1,4,0.9006147384643555,0.05357142857142857,0.047619047619047616,0.061224489795918366,0.9369085173501577,,
30,20.0,1,5,0.8955073356628418,0.1,0.12903225806451613,0.08163265306122448,0.9716088328075709,,
30,20.0,5,1,0.6018948554992676,0.05263157894736842,0.03546099290780142,0.10204081632653061,0.8569926393270242,,
30,20.0,5,2,0.6001946926116943,0.06593406593406594,0.045112781954887216,0.12244897959183673,0.8664563617245006,,
30,20.0,5,3,0.6081597805023193,0.06751054852320675,0.0425531914893617,0.16326530612244897,0.8107255520504731,,
30,20.0,5,4,0.5643682479858398,0.055299539170506916,0.03571428571428571,0.12244897959183673,0.8296529968454258,,
30,20.0,5,5,0.5929737091064453,0.10126582278481013,0.07339449541284404,0.16326530612244897,0.8937960042060988,,
30,20.0,10,1,0.5783247947692871,0.05343511450381679,0.03286384976525822,0.14285714285714285,0.7833859095688749,,
30,20.0,10,2,0.5627367496490479,0.06829268292682927,0.04487179487179487,0.14285714285714285,0.843322818086225,,
30,20.0,10,3,0.6147799491882324,0.08097165991902834,0.050505050505050504,0.20408163265306123,0.8023133543638276,,
30,20.0,10,4,0.5332114696502686,0.0782122905027933,0.05384615384615385,0.14285714285714285,0.8706624605678234,,
30,20.0,10,5,0.5801928043365479,0.1,0.06870229007633588,0.1836734693877551,0.8717139852786541,,
30,,1,1,1.6228797435760498,0.0,0.0,0.0,0.9926393270241851,,
30,,1,2,1.654001235961914,0.0,0.0,0.0,0.9926393270241851,,
30,,1,3,1.5908303260803223,0.0,0.0,0.0,0.9926393270241851,,
30,,1,4,1.6016788482666016,0.0,0.0,0.0,0.9936908517350158,,
30,,1,5,1.6382977962493896,0.0,0.0,0.0,0.9947423764458465,,
30,,5,1,0.5798237323760986,0.042105263157894736,0.028368794326241134,0.08163265306122448,0.8559411146161935,,
30,,5,2,0.6075019836425781,0.06779661016949153,0.046875,0.12244897959183673,0.8717139852786541,,
30,,5,3,0.6809096336364746,0.06837606837606838,0.043243243243243246,0.16326530612244897,0.8138801261829653,,
30,,5,4,0.5993449687957764,0.07476635514018691,0.048484848484848485,0.16326530612244897,0.8349106203995794,,
30,,5,5,0.5967144966125488,0.10227272727272728,0.07086614173228346,0.1836734693877551,0.8759200841219769,,
30,,10,1,0.507394552230835,0.05343511450381679,0.03286384976525822,0.14285714285714285,0.7833859095688749,,
30,,10,2,0.5334382057189941,0.06829268292682927,0.04487179487179487,0.14285714285714285,0.843322818086225,,
30,,10,3,0.577906608581543,0.08333333333333333,0.05235602094240838,0.20408163265306123,0.8096740273396424,,
30,,10,4,0.5641403198242188,0.06217616580310881,0.041666666666666664,0.12244897959183673,0.8548895899053628,,
30,,10,5,0.6088979244232178,0.09782608695652174,0.06666666666666667,0.1836734693877551,0.8675078864353313,,
40,10.0,1,1,0.7151389122009277,0.07407407407407407,0.05,0.14285714285714285,0.8601472134595163,,
40,10.0,1,2,0.7294445037841797,0.1005586592178771,0.06923076923076923,0.1836734693877551,0.8727655099894848,,
40,10.0,1,3,0.6962258815765381,0.06986899563318777,0.044444444444444446,0.16326530612244897,0.8191377497371188,,
40,10.0,1,4,0.7416729927062988,0.07655502392344497,0.05,0.16326530612244897,0.8401682439537329,,
40,10.0,1,5,0.6986045837402344,0.056818181818181816,0.03937007874015748,0.10204081632653061,0.8717139852786541,,
40,10.0,5,1,0.5881354808807373,0.04739336492890995,0.030864197530864196,0.10204081632653061,0.8349106203995794,,
40,10.0,5,2,0.5956809520721436,0.09183673469387756,0.061224489795918366,0.1836734693877551,0.8548895899053628,,
40,10.0,5,3,0.6088347434997559,0.08208955223880597,0.0502283105022831,0.22448979591836735,0.7812828601472135,,
40,10.0,5,4,0.6016712188720703,0.06866952789699571,0.043478260869565216,0.16326530612244897,0.814931650893796,,
40,10.0,5,5,0.5953528881072998,0.06829268292682927,0.04487179487179487,0.14285714285714285,0.843322818086225,,
40,10.0,10,1,0.5662517547607422,0.042735042735042736,0.02702702702702703,0.10204081632653061,0.8107255520504731,,
40,10.0,10,2,0.5625038146972656,0.07766990291262135,0.050955414012738856,0.16326530612244897,0.843322818086225,,
40,10.0,10,3,0.6037561893463135,0.078125,0.04830917874396135,0.20408163265306123,0.7928496319663512,,
40,10.0,10,4,0.5702733993530273,0.08256880733944955,0.05325443786982249,0.1836734693877551,0.8317560462670873,,
40,10.0,10,5,0.5882127285003662,0.0730593607305936,0.047058823529411764,0.16326530612244897,0.8296529968454258,,
40,20.0,1,1,1.1631395816802979,0.041666666666666664,0.0425531914893617,0.04081632653061224,0.9526813880126183,,
40,20.0,1,2,1.1684367656707764,0.043010752688172046,0.045454545454545456,0.04081632653061224,0.9558359621451105,,
40,20.0,1,3,1.1543421745300293,0.023255813953488372,0.02702702702702703,0.02040816326530612,0.9621451104100947,,
40,20.0,1,4,1.1965141296386719,0.01834862385321101,0.016666666666666666,0.02040816326530612,0.9379600420609885,,
40,20.0,1,5,1.1600396633148193,0.09411764705882353,0.1111111111111111,0.08163265306122448,0.9663512092534174,,
40,20.0,5,1,0.6845471858978271,0.06741573033707865,0.046511627906976744,0.12244897959183673,0.8706624605678234,,
40,20.0,5,2,0.7158811092376709,0.06666666666666667,0.04580152671755725,0.12244897959183673,0.868559411146162,,
40,20.0,5,3,0.7417452335357666,0.10945273631840796,0.07236842105263158,0.22448979591836735,0.8517350157728707,,
40,20.0,5,4,0.7144732475280762,0.08163265306122448,0.05442176870748299,0.16326530612244897,0.8538380651945321,,
40,20.0,5,5,0.7478387355804443,0.08187134502923976,0.05737704918032787,0.14285714285714285,0.879074658254469,,
40,20.0,10,1,0.6309845447540283,0.05128205128205128,0.032432432432432434,0.12244897959183673,0.8117770767613038,,
40,20.0,10,2,0.6515507698059082,0.0748663101604278,0.050724637681159424,0.14285714285714285,0.8622502628811777,,
40,20.0,10,3,0.6615049839019775,0.10784313725490197,0.07096774193548387,0.22448979591836735,0.8485804416403786,,
40,20.0,10,4,0.7121694087982178,0.08045977011494253,0.056,0.14285714285714285,0.8759200841219769,,
40,20.0,10,5,0.7366795539855957,0.07368421052631578,0.04964539007092199,0.14285714285714285,0.8590956887486856,,
40,,1,1,2.187735080718994,0.0,0.0,0.0,0.9936908517350158,,
40,,1,2,2.2257494926452637,0.0,0.0,0.0,0.9936908517350158,,
40,,1,3,2.1348304748535156,0.0,0.0,0.0,0.9936908517350158,,
40,,1,4,2.106419563293457,0.0,0.0,0.0,0.9926393270241851,,
40,,1,5,2.2754263877868652,0.0,0.0,0.0,0.9936908517350158,,
40,,5,1,0.7462899684906006,0.05649717514124294,0.0390625,0.10204081632653061,0.8706624605678234,,
40,,5,2,0.7208817005157471,0.06779661016949153,0.046875,0.12244897959183673,0.8717139852786541,,
40,,5,3,0.772904634475708,0.08040201005025126,0.05333333333333334,0.16326530612244897,0.85068349106204,,
40,,5,4,0.7887096405029297,0.08205128205128205,0.0547945205479452,0.16326530612244897,0.8548895899053628,,
40,,5,5,0.7669029235839844,0.08536585365853659,0.06086956521739131,0.14285714285714285,0.886435331230284,,
40,,10,1,0.6462156772613525,0.05084745762711865,0.03208556149732621,0.12244897959183673,0.8096740273396424,,
40,,10,2,0.639998197555542,0.0748663101604278,0.050724637681159424,0.14285714285714285,0.8622502628811777,,
40,,10,3,0.6743395328521729,0.1073170731707317,0.07051282051282051,0.22448979591836735,0.8475289169295478,,
40,,10,4,0.7406949996948242,0.06976744186046512,0.04878048780487805,0.12244897959183673,0.8769716088328076,,
40,,10,5,0.6769607067108154,0.08121827411167512,0.05405405405405406,0.16326530612244897,0.8527865404837014,,
50,10.0,1,1,0.8664941787719727,0.07777777777777778,0.05343511450381679,0.14285714285714285,0.8696109358569927,,
50,10.0,1,2,0.8620040416717529,0.07692307692307693,0.05263157894736842,0.14285714285714285,0.8675078864353313,,
50,10.0,1,3,0.8892171382904053,0.07526881720430108,0.051094890510948905,0.14285714285714285,0.8633017875920084,,
50,10.0,1,4,0.8805875778198242,0.06,0.039735099337748346,0.12244897959183673,0.8475289169295478,,
50,10.0,1,5,0.8680310249328613,0.045454545454545456,0.031496062992125984,0.08163265306122448,0.8706624605678234,,
50,10.0,5,1,0.6989734172821045,0.06896551724137931,0.045454545454545456,0.14285714285714285,0.8454258675078864,,
50,10.0,5,2,0.7095975875854492,0.09424083769633508,0.06338028169014084,0.1836734693877551,0.8601472134595163,,
50,10.0,5,3,0.7046694755554199,0.08333333333333333,0.05389221556886228,0.1836734693877551,0.8338590956887487,,
50,10.0,5,4,0.7018167972564697,0.06698564593301436,0.04375,0.14285714285714285,0.8391167192429022,,
50,10.0,5,5,0.7313601970672607,0.08490566037735849,0.05521472392638037,0.1836734693877551,0.8380651945320715,,
50,10.0,10,1,0.6926465034484863,0.0639269406392694,0.041176470588235294,0.14285714285714285,0.8286014721345951,,
50,10.0,10,2,0.6961987018585205,0.09230769230769231,0.06164383561643835,0.1836734693877551,0.8559411146161935,,
50,10.0,10,3,0.6628084182739258,0.07725321888412018,0.04891304347826087,0.1836734693877551,0.8159831756046267,,
50,10.0,10,4,0.6748902797698975,0.058823529411764705,0.03870967741935484,0.12244897959183673,0.843322818086225,,
50,10.0,10,5,0.6622331142425537,0.08071748878923767,0.05172413793103448,0.1836734693877551,0.8264984227129337,,
50,20.0,1,1,1.4272668361663818,0.043010752688172046,0.045454545454545456,0.04081632653061224,0.9558359621451105,,
50,20.0,1,2,1.4278817176818848,0.06315789473684211,0.06521739130434782,0.061224489795918366,0.9547844374342797,,
50,20.0,1,3,1.420483112335205,0.025,0.03225806451612903,0.02040816326530612,0.9684542586750788,,
50,20.0,1,4,1.4155731201171875,0.0392156862745098,0.03773584905660377,0.04081632653061224,0.9463722397476341,,
50,20.0,1,5,1.361933708190918,0.1,0.12903225806451613,0.08163265306122448,0.9716088328075709,,
50,20.0,5,1,0.7854728698730469,0.057803468208092484,0.04032258064516129,0.10204081632653061,0.8748685594111462,,
50,20.0,5,2,0.8321161270141602,0.07954545454545454,0.05511811023622047,0.14285714285714285,0.8738170347003155,,
50,20.0,5,3,0.8666179180145264,0.06172839506172839,0.04424778761061947,0.10204081632653061,0.886435331230284,,
50,20.0,5,4,0.8266627788543701,0.0851063829787234,0.05755395683453238,0.16326530612244897,0.8622502628811777,,
50,20.0,5,5,0.8434932231903076,0.08187134502923976,0.05737704918032787,0.14285714285714285,0.879074658254469,,
50,20.0,10,1,0.729762077331543,0.06763285024154589,0.04430379746835443,0.14285714285714285,0.8412197686645636,,
50,20.0,10,2,0.7728593349456787,0.08092485549132948,0.056451612903225805,0.14285714285714285,0.8769716088328076,,
50,20.0,10,3,0.7849211692810059,0.09195402298850575,0.064,0.16326530612244897,0.8769716088328076,,
50,20.0,10,4,0.8340837955474854,0.0718562874251497,0.05084745762711865,0.12244897959183673,0.882229232386961,,
50,20.0,10,5,0.7929749488830566,0.08,0.052980132450331126,0.16326530612244897,0.8496319663512093,,
50,,1,1,2.7091851234436035,0.0,0.0,0.0,0.9915878023133544,,
50,,1,2,2.8166699409484863,0.0,0.0,0.0,0.9915878023133544,,
50,,1,3,2.667534828186035,0.0,0.0,0.0,0.9947423764458465,,
50,,1,4,2.610837936401367,0.0,0.0,0.0,0.9936908517350158,,
50,,1,5,2.878807544708252,0.0,0.0,0.0,0.9947423764458465,,
50,,5,1,0.8140237331390381,0.07017543859649122,0.04918032786885246,0.12244897959183673,0.8780231335436383,,
50,,5,2,0.9175372123718262,0.0893854748603352,0.06153846153846154,0.16326530612244897,0.8717139852786541,,
50,,5,3,0.9032289981842041,0.07317073170731707,0.05217391304347826,0.12244897959183673,0.8853838065194533,,
50,,5,4,0.9867475032806396,0.07650273224043716,0.05223880597014925,0.14285714285714285,0.8664563617245006,,
50,,5,5,1.0116431713104248,0.08284023668639054,0.058333333333333334,0.14285714285714285,0.8811777076761304,,
50,,10,1,0.7924351692199707,0.07582938388625593,0.04938271604938271,0.16326530612244897,0.8380651945320715,,
50,,10,2,0.7799148559570312,0.08139534883720931,0.056910569105691054,0.14285714285714285,0.8780231335436383,,
50,,10,3,0.7730462551116943,0.0893854748603352,0.06153846153846154,0.16326530612244897,0.8717139852786541,,
50,,10,4,0.8498964309692383,0.06741573033707865,0.046511627906976744,0.12244897959183673,0.8706624605678234,,
50,,10,5,0.8251059055328369,0.07920792079207921,0.05228758169934641,0.16326530612244897,0.8475289169295478,,
60,10.0,1,1,0.9399499893188477,0.09836065573770492,0.06716417910447761,0.1836734693877551,0.868559411146162,,
60,10.0,1,2,0.9820358753204346,0.08,0.052980132450331126,0.16326530612244897,0.8496319663512093,,
60,10.0,1,3,0.9873616695404053,0.08139534883720931,0.056910569105691054,0.14285714285714285,0.8780231335436383,,
60,10.0,1,4,0.9620134830474854,0.08290155440414508,0.05555555555555555,0.16326530612244897,0.8569926393270242,,
60,10.0,1,5,0.9830982685089111,0.04597701149425287,0.032,0.08163265306122448,0.8727655099894848,,
60,10.0,5,1,0.7375667095184326,0.06698564593301436,0.04375,0.14285714285714285,0.8391167192429022,,
60,10.0,5,2,0.7872850894927979,0.07272727272727272,0.04678362573099415,0.16326530612244897,0.8286014721345951,,
60,10.0,5,3,0.8475677967071533,0.0784313725490196,0.05161290322580645,0.16326530612244897,0.8454258675078864,,
60,10.0,5,4,0.7622754573822021,0.06572769953051644,0.042682926829268296,0.14285714285714285,0.8349106203995794,,
60,10.0,5,5,0.7920737266540527,0.07729468599033816,0.05063291139240506,0.16326530612244897,0.8422712933753943,,
60,10.0,10,1,0.7342910766601562,0.06422018348623854,0.04142011834319527,0.14285714285714285,0.8296529968454258,,
60,10.0,10,2,0.7991077899932861,0.0761904761904762,0.049689440993788817,0.16326530612244897,0.8391167192429022,,
60,10.0,10,3,0.7633399963378906,0.08866995073891626,0.05844155844155844,0.1836734693877551,0.8475289169295478,,
60,10.0,10,4,0.7954034805297852,0.07729468599033816,0.05063291139240506,0.16326530612244897,0.8422712933753943,,
60,10.0,10,5,0.747722864151001,0.08,0.05113636363636364,0.1836734693877551,0.8243953732912723,,
60,20.0,1,1,1.5312657356262207,0.041666666666666664,0.0425531914893617,0.04081632653061224,0.9526813880126183,,
60,20.0,1,2,1.5994195938110352,0.043010752688172046,0.045454545454545456,0.04081632653061224,0.9558359621451105,,
60,20.0,1,3,1.5563571453094482,0.024096385542168676,0.029411764705882353,0.02040816326530612,0.9652996845425867,,
60,20.0,1,4,1.5807623863220215,0.020202020202020204,0.02,0.02040816326530612,0.9484752891692955,,
60,20.0,1,5,1.5912985801696777,0.1,0.12903225806451613,0.08163265306122448,0.9716088328075709,,
60,20.0,5,1,0.8861618041992188,0.062111801242236024,0.044642857142857144,0.10204081632653061,0.8874868559411146,,
60,20.0,5,2,1.0743117332458496,0.0782122905027933,0.05384615384615385,0.14285714285714285,0.8706624605678234,,
60,20.0,5,3,0.9239168167114258,0.0641025641025641,0.04672897196261682,0.10204081632653061,0.8927444794952681,,
60,20.0,5,4,0.9482133388519287,0.08421052631578947,0.05673758865248227,0.16326530612244897,0.8601472134595163,,
60,20.0,5,5,1.0085954666137695,0.07954545454545454,0.05511811023622047,0.14285714285714285,0.8738170347003155,,
60,20.0,10,1,0.8691742420196533,0.08,0.052980132450331126,0.16326530612244897,0.8496319663512093,,
60,20.0,10,2,0.9572939872741699,0.08,0.05555555555555555,0.14285714285714285,0.8748685594111462,,
60,20.0,10,3,0.8677880764007568,0.0903954802259887,0.0625,0.16326530612244897,0.8738170347003155,,
60,20.0,10,4,0.9210832118988037,0.07954545454545454,0.05511811023622047,0.14285714285714285,0.8738170347003155,,
60,20.0,10,5,0.8820791244506836,0.05102040816326531,0.034013605442176874,0.10204081632653061,0.85068349106204,,
60,,1,1,3.0121676921844482,0.0,0.0,0.0,0.9926393270241851,,
60,,1,2,3.1015686988830566,0.0,0.0,0.0,0.9936908517350158,,
