ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,dns_query,attack_cat,label,rate,sload,dload,smean,dmean,is_sm_ips_ports,is_ftp_login,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_state_ttl,ct_ftp_cmd,ct_flw_http_mthd
1761330294.174367,Cc2OI83iPUhhjdvex4,192.168.255.112,65358,192.168.255.221,80,tcp,,3.000491,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998363601157277,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.174736,CsswKO21I4UItGYhQ,192.168.255.112,65359,192.168.255.221,80,tcp,,3.000122,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999593349870438,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.175209,C1gLm934rDp95TW6w3,192.168.255.112,65360,192.168.255.221,80,tcp,,3.000252,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999160070554073,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.175711,CIvK2U3ar8hCcun6ja,192.168.255.112,65361,192.168.255.221,80,tcp,,2.99975,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000833402783564,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.175711,C6kc3F4D9CGjxoMa2d,192.168.255.112,65362,192.168.255.221,80,tcp,,2.99975,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000833402783564,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.175988,CvvMPxYQ36X7rEnlf,192.168.255.112,65363,192.168.255.221,80,tcp,,3.000401,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998663511977232,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.176294,CS4fJP2bhqgFA1NBRg,192.168.255.112,65364,192.168.255.221,80,tcp,,3.000095,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999683343360793,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.17652,CaGDG84AZh6lqGX2Kd,192.168.255.112,65365,192.168.255.221,80,tcp,,2.999869,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000436685735277,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.176869,CFXit2ZzmRjxromCl,192.168.255.112,65366,192.168.255.221,80,tcp,,2.99952,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001600256040966,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.177131,CvNagF1Wo5TPDWaqUc,192.168.255.112,65367,192.168.255.221,80,tcp,,3.000218,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999273386133941,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.177438,CIB0cC19uay6MWu7Vg,192.168.255.112,65368,192.168.255.221,80,tcp,,2.999911,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000029667546804,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.177728,CEXU0S2vQumpYi7s3,192.168.255.112,65369,192.168.255.221,80,tcp,,2.999621,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000126349295461,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.178037,Cp0NHt1zK19FS4hw7i,192.168.255.112,65370,192.168.255.221,80,tcp,,3.000287,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999043424845689,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.178467,Co3bFZ2oj9dtrQf9C5,192.168.255.112,65371,192.168.255.221,80,tcp,,2.999857,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000476689388862,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.178678,CKiTPH1ajToLPr5cva,192.168.255.112,65372,192.168.255.221,80,tcp,,3.002039,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9993207949663546,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.178973,C9LuZA12lKqFY3kcD1,192.168.255.112,65373,192.168.255.221,80,tcp,,3.001744,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9994190044187645,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.179281,Cdn1rc3uWhXShpZEXj,192.168.255.112,65374,192.168.255.221,80,tcp,,3.001436,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9995215623454906,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.179526,CFVRTM2hmj5LsLKQIg,192.168.255.112,65375,192.168.255.221,80,tcp,,3.001191,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9996031575464541,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.180143,CUsuDPeVb0BwbZYR1,192.168.255.112,65376,192.168.255.221,80,tcp,,2.999737,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000087674352785,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.180625,CJzLb7Cs9BwkEluI1,192.168.255.112,65377,192.168.255.221,80,tcp,,3.000092,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999693342737489,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.180625,Coofp12BPMkLwA9fq5,192.168.255.112,65378,192.168.255.221,80,tcp,,3.001207,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9995978284736774,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.180923,CKdPj7YUVJjG9w0fk,192.168.255.112,65379,192.168.255.221,80,tcp,,3.000909,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9996970917811903,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.181168,Cb6Xl62w4aLH96Soo1,192.168.255.112,65380,192.168.255.221,80,tcp,,3.00146,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9995135700625696,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.181469,CabvfW2qDBJyfXAcw7,192.168.255.112,65381,192.168.255.221,80,tcp,,3.001159,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9996138158624718,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.181737,CIzZe82706Js5Hgv2i,192.168.255.112,65382,192.168.255.221,80,tcp,,3.000891,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997030881828096,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.182118,CtYPBHqh1HtgyIHI6,192.168.255.112,65383,192.168.255.221,80,tcp,,3.002331,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9992236032602668,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.182504,CHCJzT30NMGLu5b891,192.168.255.112,65384,192.168.255.221,80,tcp,,3.000124,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999586683750405,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.18268,Cr6p9gMktJ6HdnrZg,192.168.255.112,65385,192.168.255.221,80,tcp,,2.999948,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000017333633783,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.183557,CHQJ3r1evYdjx0FPpe,192.168.255.112,65387,192.168.255.221,80,tcp,,2.99978,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000733387115055,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.183557,CA4bWj2IeikOreWaKc,192.168.255.112,65388,192.168.255.221,80,tcp,,2.99978,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000733387115055,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.183557,CRMw1LQM8vzKdxdp5,192.168.255.112,65386,192.168.255.221,80,tcp,,3.000892,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997027550474993,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.183911,CcPP4aZROv6S8L9w7,192.168.255.112,65389,192.168.255.221,80,tcp,,2.999426,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001913699487834,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.184558,Crtcep23jO3C66gjl,192.168.255.112,65390,192.168.255.221,80,tcp,,2.999891,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000363346534924,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.184849,C8VXhd41Jjx23l9VUb,192.168.255.112,65391,192.168.255.221,80,tcp,,2.9996,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001333511134818,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.184849,CqtPAd4JPBANqhnl3k,192.168.255.112,65392,192.168.255.221,80,tcp,,2.9996,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001333511134818,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.185121,CPO2iy4SUXMXdAXYD,192.168.255.112,65393,192.168.255.221,80,tcp,,3.000213,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999290050406421,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.185522,CLIwWJ1ENvNyPrndtg,192.168.255.112,65394,192.168.255.221,80,tcp,,2.999812,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000626705940239,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.185879,CTeuZkRxMlluOktib,192.168.255.112,65395,192.168.255.221,80,tcp,,2.999455,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000181699675441,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.186704,CWXOUA4bbKAnJeRWBk,192.168.255.112,65398,192.168.255.221,80,tcp,,2.999613,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000129016643147,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.186704,CM02bK3puRmsKQyA2e,192.168.255.112,65397,192.168.255.221,80,tcp,,3.000553,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998157006391821,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.186704,CVD71r3bAaHJNHagGj,192.168.255.112,65396,192.168.255.221,80,tcp,,3.000553,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998157006391821,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.187003,Crk5C1g9IycMuV7h,192.168.255.112,65399,192.168.255.221,80,tcp,,2.999314,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0002287189670704,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.187307,CVqznv3gURAuxk2xKj,192.168.255.112,65400,192.168.255.221,80,tcp,,2.99995,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000016666944449,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.187583,CXwZvJ2zDz3paAURw6,192.168.255.112,65401,192.168.255.221,80,tcp,,2.999674,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001086784763944,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.18795,CQ0PNp3BxQiKT82SD1,192.168.255.112,65402,192.168.255.221,80,tcp,,2.999307,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0002310533733292,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.188436,CFoPiu3PfFpXTLW45f,192.168.255.112,65403,192.168.255.221,80,tcp,,2.999812,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000626705940239,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.188615,Cyf5XL1qkju9ut5YMa,192.168.255.112,65404,192.168.255.221,80,tcp,,2.999633,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001223483006088,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.189124,CWgFng3YcsT8kisw2,192.168.255.112,65405,192.168.255.221,80,tcp,,2.999124,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0002920852889043,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.189462,CYI0Dh1mNHt0fiX1Jb,192.168.255.112,65407,192.168.255.221,80,tcp,,2.999838,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000540029161575,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.189462,C6zxP831JHapWzuzK4,192.168.255.112,65406,192.168.255.221,80,tcp,,2.999838,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000540029161575,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.189868,CSNeNk1aArjLRQgsjg,192.168.255.112,65408,192.168.255.221,80,tcp,,2.999432,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001893691872328,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.190336,CjleHy4BqleEgss8y7,192.168.255.112,65409,192.168.255.221,80,tcp,,3.000004,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999986666684444,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.190336,C6lgaZoeqbxI6q6cb,192.168.255.112,65410,192.168.255.221,80,tcp,,3.000004,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999986666684444,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.190882,COI73nhqrOkOE5ie,192.168.255.112,65411,192.168.255.221,80,tcp,,2.999458,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001806993130091,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.191179,CMc1MDNY5s7D0slX7,192.168.255.112,65412,192.168.255.221,80,tcp,,3.000248,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999173401665462,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.191939,CNJxXR1ok06129CEYh,192.168.255.112,65414,192.168.255.221,80,tcp,,2.999488,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001706957987497,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.191939,CKOuF32aEpDqAbT8e,192.168.255.112,65413,192.168.255.221,80,tcp,,2.999488,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001706957987497,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.191939,CopuSZ3sPPoN5xRWrh,192.168.255.112,65415,192.168.255.221,80,tcp,,3.000209,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999303381864397,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.192436,CTfRcW1aFXbQg45Mmg,192.168.255.112,65418,192.168.255.221,80,tcp,,2.999712,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000960092168847,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.192875,ChqIOx2kBfsUMe4iI4,192.168.255.112,49409,192.168.255.221,80,tcp,,2.999273,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0002423920730124,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.192875,CS35YdA0gazKSy4xb,192.168.255.112,65419,192.168.255.221,80,tcp,,2.999273,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0002423920730124,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.192875,CTqX324s90lDQQxUhd,192.168.255.112,50716,192.168.255.221,80,tcp,,3.000343,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998856797372834,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.193093,C4pqq74dHy66BUA1u9,192.168.255.112,54091,192.168.255.221,80,tcp,,3.002608,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9991314217506915,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.193447,CZn2I741VLko1R0bVa,192.168.255.112,55920,192.168.255.221,80,tcp,,2.999771,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000763391605558,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.193789,CQYsgd45Vtjt5hFtTa,192.168.255.112,59257,192.168.255.221,80,tcp,,3.001912,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9993630726017285,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.193946,CFQi3C3MkmooSUyP0d,192.168.255.112,49410,192.168.255.221,80,tcp,,3.000313,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998956775509756,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.194495,CzXrYG3eLUfsYc74Zi,192.168.255.112,49411,192.168.255.221,80,tcp,,2.999764,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000078672855598,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.194831,CTSkXx2ICy2UNxoap1,192.168.255.112,49412,192.168.255.221,80,tcp,,2.999428,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001907030273771,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.195514,CR17EA4uKNlgShoj19,192.168.255.112,49414,192.168.255.221,80,tcp,,3.000187,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.999937670551869,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.195514,CUycjU1OM9n7Uw2fR3,192.168.255.112,49413,192.168.255.221,80,tcp,,3.000187,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.999937670551869,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.196284,CelzFOMaoyawsUv9h,192.168.255.112,49415,192.168.255.221,80,tcp,,2.999417,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001943711061183,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.196778,CJvLUhF4jzkPNng8j,192.168.255.112,49417,192.168.255.221,80,tcp,,3.000887,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997044207262719,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.196778,CdIN5u32c99nN6bGn7,192.168.255.112,49416,192.168.255.221,80,tcp,,3.000887,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997044207262719,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.197304,CIrT3Y2FusKbf4u5Tf,192.168.255.112,49418,192.168.255.221,80,tcp,,3.000361,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998796811450356,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.19795,CsKlBS3xTGfg0JyO8f,192.168.255.112,49419,192.168.255.221,80,tcp,,3.000703,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.999765721565913,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.198363,CR3Xgf10pUkMPMVV33,192.168.255.112,49420,192.168.255.221,80,tcp,,3.00029,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999033426768745,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.198498,C0vA5i1eVfa5wndtA8,192.168.255.112,49421,192.168.255.221,80,tcp,,3.000155,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999483360026399,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.19896,CK81AM3gkNuajQ22B2,192.168.255.112,49422,192.168.255.221,80,tcp,,2.999694,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001020104050613,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.199498,CGaAFE4Sm4wc37el7k,192.168.255.112,49423,192.168.255.221,80,tcp,,3.000127,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999576684587019,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.199733,C06aWb3lX5qsV44BAj,192.168.255.112,49424,192.168.255.221,80,tcp,,2.999892,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000360012960468,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.200343,CTAKrN3YfNlA54umt8,192.168.255.112,49425,192.168.255.221,80,tcp,,3.001275,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.999575180548267,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.200632,CD1rsh4KD216JgGDJ,192.168.255.112,49426,192.168.255.221,80,tcp,,3.000986,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9996714413196196,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.201167,CecFzn969P2AgWWX5,192.168.255.112,49427,192.168.255.221,80,tcp,,3.000451,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998496892633807,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.201522,CS90kT3UESVNkh8zFk,192.168.255.112,49428,192.168.255.221,80,tcp,,3.000096,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999680010239672,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.201746,Cy1A923BTsj4gSfXL2,192.168.255.112,49429,192.168.255.221,80,tcp,,2.999872,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000426684871888,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.202184,CQhkQv3PtKQBam9aFj,192.168.255.112,49430,192.168.255.221,80,tcp,,3.000387,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998710166388536,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.202447,CIE37c2EdzOCIQBAfi,192.168.255.112,49431,192.168.255.221,80,tcp,,3.00114,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9996201443451489,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.202929,CYdKwQPSKmZuqRtZ2,192.168.255.112,49432,192.168.255.221,80,tcp,,3.000658,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997807147632286,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.203364,CR8R722RhMyinKahqb,192.168.255.112,49433,192.168.255.221,80,tcp,,3.000223,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9999256721917004,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.203956,CsM2H02uzvs8JAL1T3,192.168.255.112,49434,192.168.255.221,80,tcp,,2.999631,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000123015130861,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.204514,C5NBTU206eAmVYi2Y4,192.168.255.112,49435,192.168.255.221,80,tcp,,3.001086,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9996381309965793,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.204701,CdicLp1WzOUNOqaAB,192.168.255.112,49436,192.168.255.221,80,tcp,,3.000899,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997004231065424,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.205188,C8f7vz2ubHRoqlFOAj,192.168.255.112,49437,192.168.255.221,80,tcp,,3.000412,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9998626855245214,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.205608,Cyu9OG3sjBSFxD9Z7,192.168.255.112,49438,192.168.255.221,80,tcp,,2.999991,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.000003000009,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.20591,C8LTVa31mCPa3f8NH6,192.168.255.112,49439,192.168.255.221,80,tcp,,2.99969,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0001033440122145,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.206377,CSYllGcnvbrreZho1,192.168.255.112,49440,192.168.255.221,80,tcp,,3.002132,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9992898380217792,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.206819,CzdhxT2eGhSYQpUn5f,192.168.255.112,49441,192.168.255.221,80,tcp,,3.000696,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9997680538115157,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.207362,Cu8TQ44JUyb8HYkIge,192.168.255.112,49442,192.168.255.221,80,tcp,,3.002211,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,0.9992635427689793,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
1761330294.20761,Cn1Bw61v6NDURRth0b,192.168.255.112,49443,192.168.255.221,80,tcp,,2.999905,0.0,0.0,S0,T,T,0,S,3,156,0,0,,6,,DoS,1,1.0000316676694763,0.0,0.0,0,0,0,0,100,1,100,100,100,1,100,100,0,0
